user_id,item_id,performance,value,portability,durability,overall_rating
1300,5349,3,3,3,3,3
1807,5446,5,4,3,4,4
700,5240,5,4,1,2,3
1756,5204,5,5,3,3,4
358,5149,3,5,4,4,4
589,5224,5,5,3,4,4
1040,5035,2,5,5,4,4
1818,5158,3,2,4,2,3
373,5352,4,4,3,2,3
23,5394,3,3,3,4,3
1923,5184,4,4,3,4,4
1410,5174,4,4,5,4,4
741,5126,3,3,4,4,4
1751,5091,4,4,5,3,4
1104,5052,3,5,4,4,4
540,5251,5,5,2,4,4
1101,5318,3,4,4,5,4
560,5474,4,3,2,4,3
723,5123,3,3,5,4,4
376,5004,3,4,3,4,4
1695,5091,4,5,5,3,4
1120,5044,3,3,3,4,3
737,5322,2,3,3,4,3
728,5490,4,4,3,5,4
873,5154,4,5,5,3,4
908,5389,4,4,4,4,4
952,5413,5,3,1,5,4
384,5148,3,3,5,3,4
1585,5079,2,3,4,3,3
1649,5101,3,5,5,4,4
1811,5123,3,2,5,3,3
1673,5307,5,4,4,3,4
1210,5143,3,4,5,4,4
184,5360,4,5,3,3,4
329,5464,4,5,4,3,4
1547,5307,4,5,4,2,4
1781,5211,5,5,4,5,5
1336,5207,5,5,1,5,4
1850,5454,3,3,1,5,3
1928,5254,5,5,1,3,4
383,5107,5,3,5,4,4
1438,5053,2,5,4,4,4
1005,5351,3,3,2,4,3
200,5245,5,5,2,5,4
1666,5181,2,5,3,5,4
1544,5335,4,5,5,4,4
1406,5203,5,5,4,5,5
369,5151,4,3,3,2,3
1705,5032,3,5,4,3,4
1350,5009,4,5,4,4,4
217,5215,5,5,2,3,4
1763,5161,4,4,5,4,4
1976,5247,5,5,2,3,4
204,5263,5,4,1,2,3
858,5277,5,4,3,4,4
458,5158,3,3,4,3,3
879,5310,3,4,4,3,4
1813,5387,5,3,3,4,4
673,5112,4,3,5,4,4
1823,5498,4,2,1,3,2
397,5087,1,4,4,2,3
1105,5304,4,3,5,4,4
153,5351,3,3,3,3,3
941,5070,4,5,5,2,4
617,5086,3,4,5,2,4
1802,5404,5,3,1,5,4
265,5238,5,5,3,5,4
23,5066,2,4,4,5,4
1597,5142,3,5,5,5,4
1654,5266,5,4,2,3,4
599,5104,3,3,5,4,4
1001,5097,2,4,5,3,4
1547,5405,5,4,2,5,4
1298,5334,5,4,4,4,4
1489,5224,5,5,2,3,4
201,5266,5,4,4,3,4
377,5429,5,4,2,5,4
1673,5122,3,4,5,3,4
109,5185,4,2,3,2,3
1122,5097,2,4,5,3,4
1644,5275,4,3,3,3,3
383,5326,4,4,4,4,4
1190,5192,3,4,5,2,4
777,5227,5,5,2,3,4
1005,5030,4,5,5,3,4
857,5319,2,4,4,5,4
362,5305,5,3,4,4,4
489,5185,4,2,4,2,3
487,5157,3,5,4,4,4
899,5197,5,5,4,5,5
749,5224,5,5,3,4,4
1833,5036,3,5,5,4,4
699,5383,5,5,4,4,4
362,5430,5,4,2,5,4
1902,5071,2,4,5,5,4
840,5029,2,4,5,5,4
1714,5390,3,5,4,4,4
230,5258,5,5,1,4,4
1511,5211,5,5,3,5,4
1058,5270,5,4,3,4,4
617,5286,5,3,1,2,3
1644,5281,5,5,2,3,4
1854,5170,4,4,4,3,4
1196,5322,3,2,4,4,3
1737,5222,5,4,3,4,4
201,5216,5,5,3,5,4
355,5016,2,4,2,3,3
1921,5202,5,5,3,5,4
1626,5250,5,5,2,2,4
756,5092,4,5,5,4,4
322,5470,5,4,3,5,4
1242,5140,4,5,5,4,4
514,5269,5,5,2,3,4
855,5271,5,5,2,3,4
1916,5219,5,5,4,5,5
700,5396,2,4,3,4,3
1783,5423,5,4,4,4,4
842,5059,3,5,5,4,4
746,5491,3,4,2,5,4
1141,5152,4,4,4,4,4
1646,5309,4,4,3,3,4
1165,5199,5,4,2,4,4
867,5423,5,5,4,4,4
1193,5190,3,3,4,2,3
1491,5080,2,4,4,2,3
993,5348,5,4,4,3,4
830,5196,5,4,3,5,4
554,5298,5,4,4,5,4
1019,5128,4,4,5,4,4
1546,5339,4,4,5,3,4
879,5108,4,3,5,5,4
1389,5482,4,4,2,4,4
1841,5038,3,5,5,4,4
1186,5237,5,3,2,5,4
942,5168,3,4,3,2,3
1115,5460,3,2,3,5,3
298,5246,5,4,2,3,4
1248,5148,4,3,5,2,4
737,5329,5,3,3,5,4
1435,5386,4,4,4,4,4
1547,5416,4,4,1,4,3
1338,5238,5,5,3,5,4
1881,5371,4,4,4,3,4
830,5490,3,3,2,5,3
1155,5307,5,5,5,3,4
703,5084,3,4,5,3,4
1314,5342,4,5,4,4,4
855,5244,5,5,3,5,4
1892,5087,3,5,5,3,4
1214,5426,5,2,2,3,3
990,5368,3,2,3,2,2
563,5233,5,5,2,4,4
1496,5420,4,4,1,5,4
1374,5237,5,3,1,5,4
362,5273,4,5,2,3,4
1826,5182,2,4,5,4,4
964,5273,5,5,4,4,4
212,5292,5,5,1,4,4
651,5102,3,4,4,4,4
1967,5327,4,4,4,3,4
781,5349,3,4,4,4,4
1048,5329,5,3,4,5,4
294,5291,5,4,3,5,4
1494,5065,3,5,5,3,4
468,5172,4,5,3,4,4
358,5306,4,4,5,4,4
196,5381,3,4,3,4,4
262,5242,5,4,2,3,4
378,5439,5,4,2,5,4
393,5276,5,5,2,4,4
524,5468,4,3,3,3,3
95,5363,4,3,4,3,4
158,5165,3,2,4,3,3
1842,5257,5,5,2,5,4
542,5461,3,4,2,4,3
1115,5241,5,4,1,3,3
957,5210,5,4,2,4,4
186,5188,2,3,5,4,4
1586,5126,3,4,4,5,4
312,5202,5,5,2,5,4
217,5218,5,5,3,5,4
278,5203,5,5,3,5,4
917,5463,3,4,2,5,4
1482,5373,2,3,2,4,3
530,5281,5,5,2,2,4
374,5387,4,2,3,4,3
1138,5448,3,3,1,3,2
1525,5149,4,3,5,4,4
824,5188,2,4,5,4,4
274,5224,5,5,3,3,4
60,5064,2,4,5,5,4
911,5220,5,5,1,3,4
619,5482,3,3,3,5,4
250,5239,5,5,2,4,4
1646,5473,4,3,1,5,3
612,5306,5,5,5,5,5
386,5111,4,3,5,4,4
1864,5223,5,5,2,4,4
1737,5293,5,4,2,4,4
131,5180,4,2,5,3,4
1957,5265,5,4,2,3,4
1865,5237,5,4,1,4,4
505,5066,1,4,3,4,3
729,5400,5,5,4,4,4
1122,5120,3,4,5,2,4
259,5225,5,5,3,4,4
44,5051,2,5,3,4,4
1612,5438,5,4,2,5,4
256,5294,5,5,3,4,4
691,5165,4,3,4,3,4
1671,5318,3,4,4,5,4
1802,5164,3,4,5,2,4
616,5214,5,4,2,4,4
456,5168,3,4,4,3,4
563,5020,3,3,4,2,3
351,5072,1,4,3,3,3
383,5435,5,4,2,5,4
1781,5233,5,5,3,4,4
876,5098,3,5,4,3,4
853,5237,5,4,1,4,4
1334,5117,3,3,4,5,4
393,5043,2,5,3,3,3
460,5044,3,4,4,4,4
1585,5482,4,2,3,3,3
355,5182,2,4,5,3,4
43,5359,4,3,4,4,4
1477,5234,5,4,2,2,3
809,5044,4,4,4,4,4
1145,5155,4,2,5,4,4
1062,5111,4,3,5,5,4
1010,5344,3,4,5,4,4
1094,5398,3,5,4,4,4
1995,5417,5,4,2,5,4
556,5215,5,5,3,4,4
769,5066,2,4,4,4,4
1127,5006,4,4,3,3,4
886,5250,5,5,1,2,3
1135,5007,3,5,4,4,4
737,5469,4,4,4,4,4
960,5229,5,5,3,4,4
1741,5401,3,5,3,4,4
500,5230,5,5,2,3,4
472,5137,4,5,4,3,4
1501,5271,4,5,1,3,3
647,5253,5,5,1,3,4
206,5213,5,5,4,5,5
414,5078,4,5,3,5,4
591,5477,4,3,2,3,3
1526,5175,3,4,5,5,4
489,5156,3,3,5,2,3
1740,5169,5,5,4,3,4
446,5115,4,2,4,4,4
857,5398,3,4,3,3,3
555,5154,4,5,5,3,4
216,5216,5,5,2,4,4
1919,5037,3,5,4,3,4
371,5218,5,4,3,5,4
1028,5475,3,4,3,5,4
1761,5215,5,5,3,4,4
1014,5344,4,5,4,4,4
1157,5312,3,5,3,5,4
1177,5281,5,5,2,2,4
1331,5195,5,5,3,5,4
225,5238,5,5,3,4,4
1428,5211,5,5,3,5,4
423,5104,4,4,5,4,4
1757,5187,3,3,4,4,4
544,5160,3,3,5,4,4
918,5374,3,5,4,4,4
917,5297,5,3,4,4,4
681,5092,3,5,5,3,4
1027,5146,4,5,5,5,5
729,5040,3,5,5,3,4
1336,5322,2,3,4,4,3
844,5477,5,3,2,3,3
241,5286,5,4,1,2,3
1727,5283,5,3,1,4,3
672,5371,5,5,4,3,4
1410,5212,5,4,3,3,4
961,5087,3,5,5,3,4
1264,5089,3,5,5,4,4
689,5332,3,5,3,4,4
540,5272,5,5,2,3,4
1060,5005,3,5,5,5,4
900,5159,4,4,5,3,4
700,5154,4,4,4,3,4
1054,5347,2,3,4,4,3
318,5428,5,3,3,5,4
1964,5442,5,4,2,4,4
735,5095,3,4,4,3,4
394,5000,3,4,4,4,4
899,5208,5,5,2,5,4
679,5483,4,2,3,5,4
1311,5368,4,3,3,3,3
1823,5479,5,2,2,3,3
761,5169,4,4,4,4,4
391,5455,5,2,2,4,3
1137,5430,5,4,1,5,4
1250,5392,4,3,4,3,4
1273,5068,1,5,5,4,4
1678,5345,4,4,4,5,4
277,5228,5,5,2,4,4
1491,5338,3,4,4,3,4
1528,5037,2,5,3,3,3
856,5330,3,4,3,5,4
1703,5308,4,4,4,4,4
379,5284,5,4,2,3,4
1052,5073,3,5,5,2,4
1735,5088,4,4,5,2,4
1970,5192,3,4,5,2,4
497,5086,2,4,5,2,3
641,5202,5,5,4,5,5
107,5327,4,2,5,3,4
352,5213,5,3,3,5,4
1801,5229,5,5,2,4,4
945,5414,5,3,1,3,3
1808,5379,3,3,3,4,3
1491,5329,5,3,4,5,4
665,5148,5,4,5,4,4
1943,5077,3,5,5,5,4
1921,5279,5,5,2,5,4
1662,5147,3,4,5,4,4
1440,5163,3,3,5,4,4
573,5145,3,5,5,4,4
1283,5204,5,5,3,3,4
559,5044,4,4,4,5,4
1485,5129,3,4,4,3,4
1069,5271,5,5,2,3,4
931,5121,3,3,5,4,4
219,5264,5,5,2,4,4
1968,5201,5,5,2,5,4
1957,5296,5,5,2,4,4
1814,5084,2,4,5,4,4
377,5046,3,3,5,1,3
506,5395,3,3,3,4,3
1513,5134,4,4,5,4,4
422,5051,1,5,4,4,4
978,5438,5,4,2,5,4
20,5344,4,4,5,3,4
1060,5350,5,4,4,3,4
1878,5211,5,4,4,4,4
378,5013,2,5,3,2,3
388,5001,3,5,4,4,4
1920,5218,5,4,3,5,4
395,5473,3,3,2,5,3
817,5406,5,5,2,5,4
1152,5221,5,4,2,3,4
218,5235,5,4,2,4,4
1871,5135,4,4,4,4,4
1126,5202,5,5,3,5,4
1550,5469,4,5,3,4,4
1009,5090,2,5,5,4,4
1665,5107,4,3,5,4,4
1005,5371,4,4,3,2,3
1373,5327,4,3,4,3,4
1073,5376,3,2,3,5,3
1435,5379,4,3,4,4,4
1173,5167,4,2,4,5,4
1172,5120,4,5,5,3,4
1360,5266,4,3,2,2,3
1946,5065,3,5,5,3,4
1066,5210,5,3,2,2,3
1072,5233,5,5,3,4,4
362,5285,3,5,1,4,3
1586,5016,1,4,3,4,3
942,5426,5,4,3,4,4
340,5454,4,3,2,5,4
976,5247,5,5,2,4,4
1818,5314,4,4,2,5,4
1245,5243,5,4,2,3,4
638,5340,3,5,5,3,4
1462,5082,2,5,5,5,4
1269,5475,4,4,3,5,4
235,5227,5,5,3,4,4
251,5247,5,4,2,4,4
1220,5198,5,5,3,5,4
265,5280,5,4,2,5,4
116,5147,3,4,5,4,4
1390,5369,3,4,3,4,4
1021,5323,5,3,3,3,4
1584,5108,4,3,5,4,4
1137,5206,5,5,3,3,4
952,5277,4,3,2,3,3
1982,5213,5,4,3,5,4
329,5449,3,5,1,5,4
518,5168,4,5,4,3,4
1262,5336,4,5,5,3,4
1288,5049,2,4,3,3,3
192,5152,4,3,3,3,3
1528,5470,4,3,3,4,4
1063,5485,5,4,3,5,4
383,5405,5,4,1,5,4
1850,5266,5,3,2,3,3
931,5447,5,3,3,4,4
1856,5221,5,5,3,4,4
530,5062,1,2,3,2,2
60,5063,4,5,5,5,5
767,5029,2,3,5,4,4
1137,5356,3,3,3,3,3
938,5000,3,4,4,4,4
542,5241,4,3,1,3,3
585,5020,3,4,3,3,3
1559,5278,3,4,1,4,3
980,5287,5,5,2,4,4
1823,5238,5,5,2,4,4
1206,5380,4,4,2,2,3
1993,5423,4,4,3,4,4
881,5180,4,3,5,4,4
1416,5071,3,5,5,5,4
428,5086,3,4,5,2,4
355,5132,3,4,4,4,4
778,5115,4,2,4,4,4
1619,5036,3,5,4,4,4
1612,5471,5,3,3,5,4
1660,5041,2,4,5,3,4
653,5281,5,5,2,3,4
942,5036,2,5,4,2,3
1165,5185,4,3,3,2,3
1336,5253,5,5,2,3,4
918,5022,2,3,3,3,3
579,5189,3,1,4,2,2
1461,5296,5,5,2,4,4
972,5091,3,4,5,3,4
106,5378,3,4,4,3,4
694,5088,4,4,5,3,4
579,5099,2,3,5,3,3
1254,5197,5,5,2,5,4
1025,5345,3,3,3,5,4
1176,5118,2,3,5,3,3
1665,5174,5,4,5,4,4
582,5160,4,4,5,3,4
379,5225,5,5,2,4,4
1050,5248,5,5,3,3,4
1048,5030,4,5,5,2,4
617,5033,2,5,4,3,4
311,5213,5,3,3,5,4
1309,5190,3,4,4,2,3
347,5454,4,3,1,5,3
134,5191,2,3,4,3,3
1547,5233,5,5,2,3,4
1603,5100,2,5,4,3,4
47,5043,3,5,4,3,4
1712,5231,5,5,3,4,4
48,5025,2,5,5,3,4
214,5296,4,5,2,3,4
1115,5102,3,4,4,3,4
1401,5396,3,5,3,4,4
1517,5067,3,5,5,3,4
360,5474,3,2,1,4,2
1561,5198,5,5,3,5,4
1547,5067,2,4,5,2,3
1392,5383,5,4,4,4,4
1754,5345,3,4,3,5,4
335,5207,5,5,2,5,4
751,5105,4,3,5,4,4
1165,5061,4,5,3,4,4
391,5001,3,4,4,4,4
1073,5489,5,4,4,4,4
1878,5411,5,5,2,5,4
393,5016,1,5,4,3,3
1317,5217,5,5,2,5,4
1145,5160,4,5,5,3,4
822,5161,3,4,4,5,4
1434,5415,4,2,3,5,4
694,5335,3,4,5,4,4
689,5381,2,3,3,5,3
1189,5240,5,4,2,3,4
719,5193,2,4,4,3,3
1268,5340,4,5,5,4,4
1182,5072,2,5,3,4,4
385,5080,3,5,4,2,4
315,5425,5,3,2,5,4
116,5359,4,3,4,3,4
1730,5392,5,3,4,3,4
1633,5155,3,2,5,4,4
1277,5373,3,3,3,4,3
1115,5297,5,3,5,5,4
762,5324,4,5,4,5,4
1338,5223,5,5,2,5,4
28,5344,4,5,5,3,4
1463,5371,5,5,4,3,4
1016,5360,4,4,3,3,4
605,5360,4,3,2,2,3
690,5124,5,5,5,3,4
1181,5182,3,5,5,3,4
1097,5449,4,5,2,5,4
1710,5041,1,3,3,2,2
1642,5054,3,5,5,3,4
1050,5284,5,5,2,4,4
1577,5223,5,5,3,4,4
6,5368,4,3,4,2,3
474,5031,2,5,4,3,4
530,5247,4,4,1,4,3
526,5221,5,4,3,4,4
218,5199,5,5,4,5,5
138,5352,4,3,4,3,4
1984,5464,5,4,3,4,4
1374,5334,5,4,4,3,4
1265,5074,3,5,4,2,4
864,5470,5,3,4,5,4
1981,5345,3,3,3,4,3
1798,5312,2,4,3,4,3
1629,5159,4,5,5,3,4
827,5198,5,5,4,5,5
595,5439,5,4,1,5,4
1504,5416,5,5,2,4,4
266,5277,5,4,2,4,4
1695,5007,4,5,5,4,4
527,5054,3,5,5,3,4
680,5045,2,5,5,2,4
1523,5293,5,5,2,4,4
1144,5467,5,4,1,5,4
1308,5228,5,5,3,4,4
737,5401,2,4,2,4,3
379,5049,1,3,3,2,2
1734,5154,5,4,5,2,4
614,5080,3,5,5,4,4
1570,5071,3,4,4,4,4
325,5456,5,2,2,4,3
579,5268,5,5,3,2,4
1831,5217,5,5,2,5,4
1720,5363,4,3,4,3,4
562,5236,5,5,2,3,4
633,5172,4,4,3,3,4
33,5047,1,5,4,5,4
844,5443,5,4,2,4,4
456,5154,5,5,5,3,4
380,5324,4,4,4,5,4
245,5285,5,5,2,5,4
150,5387,4,3,3,5,4
102,5319,3,5,4,5,4
1237,5386,3,5,4,4,4
1370,5352,4,3,3,2,3
1447,5128,4,4,5,4,4
1140,5483,4,3,2,5,4
1143,5178,4,4,4,2,4
1120,5022,2,3,3,3,3
369,5165,4,2,3,1,2
350,5191,4,2,4,3,3
1120,5115,4,3,4,4,4
389,5080,3,5,4,3,4
1988,5114,3,5,4,3,4
624,5098,3,5,5,3,4
878,5361,4,3,4,4,4
385,5286,5,4,1,2,3
1226,5376,2,3,3,5,3
954,5084,2,4,5,4,4
279,5271,5,5,2,3,4
1590,5316,3,5,4,4,4
467,5035,2,5,4,4,4
530,5013,1,4,3,3,3
1490,5219,5,5,3,5,4
436,5103,4,4,4,5,4
1838,5053,2,5,4,3,4
545,5085,1,5,5,3,4
356,5467,5,5,2,5,4
1880,5223,5,5,3,4,4
1138,5278,4,5,2,4,4
1896,5256,5,5,3,4,4
1228,5287,5,5,1,5,4
1633,5250,5,5,1,3,4
1708,5183,2,4,3,4,3
1659,5164,3,5,4,2,4
1314,5045,2,5,5,2,4
1358,5179,4,3,4,4,4
374,5367,3,2,3,3,3
1196,5301,4,4,4,5,4
1121,5237,5,4,1,4,4
1008,5216,5,5,3,5,4
1577,5282,5,5,2,5,4
397,5227,5,5,2,3,4
1431,5160,3,3,5,2,3
1868,5391,4,5,3,4,4
1646,5090,1,4,5,4,4
47,5392,4,3,3,3,3
361,5034,3,5,5,3,4
305,5475,3,4,5,5,4
299,5286,5,3,2,3,3
406,5084,4,4,5,4,4
155,5342,3,5,4,4,4
388,5258,5,5,1,2,3
308,5456,4,3,1,4,3
433,5152,5,4,4,4,4
980,5294,5,5,3,3,4
1242,5059,2,5,4,5,4
589,5222,5,4,3,4,4
739,5039,2,5,5,4,4
700,5451,5,4,3,4,4
608,5095,4,5,5,3,4
821,5228,5,5,2,4,4
718,5071,3,5,5,5,4
1427,5083,4,5,5,4,4
376,5086,2,2,4,2,2
253,5205,5,5,3,4,4
1573,5106,4,3,5,4,4
1312,5186,4,4,4,4,4
1633,5290,4,3,1,3,3
1733,5463,4,5,3,5,4
604,5133,4,3,5,5,4
655,5476,5,3,3,5,4
1917,5279,5,5,1,5,4
1248,5441,5,4,1,5,4
1905,5344,4,4,4,4,4
398,5014,1,5,3,3,3
1559,5272,5,5,1,2,3
1842,5277,5,4,3,4,4
407,5080,4,5,4,3,4
1784,5115,5,2,5,4,4
1394,5372,3,2,2,5,3
1498,5186,3,5,4,4,4
1478,5226,5,5,3,4,4
194,5344,4,5,5,5,5
1718,5460,4,2,2,4,3
1686,5188,2,4,5,4,4
1843,5293,5,5,1,3,4
1427,5192,3,4,5,3,4
1485,5138,4,4,5,4,4
1211,5426,5,5,4,5,5
354,5296,5,4,2,3,4
1367,5319,3,5,4,5,4
660,5055,2,4,4,5,4
622,5002,3,4,4,4,4
1598,5034,3,5,5,3,4
1410,5358,4,5,3,2,4
224,5204,5,5,4,4,4
362,5074,2,3,3,2,2
1850,5024,2,3,4,3,3
63,5069,3,5,4,3,4
925,5136,3,3,5,4,4
1206,5290,5,4,2,3,4
314,5406,5,5,2,5,4
1622,5061,4,5,4,4,4
1214,5195,5,4,3,4,4
1260,5253,5,5,2,3,4
1568,5017,3,5,4,2,4
1551,5369,2,4,4,4,4
509,5211,5,5,3,5,4
1761,5262,5,5,2,4,4
1339,5265,5,3,2,3,3
1817,5008,3,4,4,4,4
1856,5260,5,5,2,5,4
623,5206,5,5,3,3,4
533,5301,4,4,5,5,4
1932,5339,3,4,4,4,4
1681,5354,4,4,3,4,4
1865,5195,5,5,3,5,4
508,5359,4,3,4,4,4
732,5100,2,5,4,3,4
1996,5115,4,3,4,3,4
755,5081,2,5,4,4,4
1361,5115,4,3,5,3,4
1817,5047,1,5,4,4,4
1818,5268,5,5,2,2,4
958,5060,3,4,3,3,3
398,5129,3,4,4,4,4
57,5096,4,5,5,3,4
257,5203,5,5,3,5,4
620,5272,5,5,1,3,4
554,5395,3,2,3,3,3
1971,5086,3,4,5,2,4
240,5203,5,5,4,5,5
1017,5279,5,5,1,4,4
940,5163,4,3,5,5,4
1083,5183,3,5,4,3,4
913,5137,4,4,3,3,4
616,5467,5,4,1,5,4
1017,5378,2,4,3,3,3
62,5077,3,5,5,5,4
1394,5297,4,3,5,5,4
686,5371,4,4,4,3,4
65,5338,4,5,5,3,4
1790,5286,5,5,2,3,4
1053,5116,4,3,4,4,4
1880,5214,5,4,3,5,4
357,5439,5,4,2,5,4
1655,5402,4,4,4,4,4
605,5244,5,5,2,4,4
1111,5468,5,4,3,4,4
1116,5419,5,4,3,4,4
1004,5231,5,5,3,4,4
1435,5302,5,4,5,5,5
1148,5424,5,3,3,5,4
1494,5062,2,4,4,2,3
372,5084,3,4,5,3,4
741,5380,4,4,3,2,3
1394,5024,2,3,4,3,3
1756,5151,4,4,3,2,3
1334,5456,4,2,2,3,3
1115,5346,4,4,2,3,3
90,5398,3,5,3,4,4
1065,5478,4,4,3,5,4
552,5064,1,3,3,3,2
1894,5163,3,4,5,4,4
853,5254,5,5,2,3,4
990,5151,4,4,3,2,3
1762,5361,4,3,4,4,4
1508,5246,4,4,1,2,3
1226,5310,4,4,4,3,4
1238,5338,4,4,5,3,4
251,5265,5,4,1,2,3
993,5386,4,3,4,5,4
642,5176,3,3,4,4,4
206,5258,5,5,2,3,4
869,5134,4,3,5,4,4
355,5183,2,3,3,4,3
1003,5274,5,4,2,4,4
529,5462,5,4,3,4,4
387,5308,5,3,4,4,4
1221,5234,5,5,1,2,3
225,5284,5,4,1,4,4
18,5371,4,5,4,2,4
1583,5100,2,4,4,2,3
221,5202,5,4,3,5,4
363,5421,4,5,4,5,4
390,5154,4,4,4,2,4
942,5180,3,3,5,3,4
1359,5251,5,5,1,5,4
355,5387,4,3,2,4,3
366,5230,5,5,2,3,4
1207,5027,1,4,3,2,2
638,5205,5,5,1,4,4
791,5086,2,3,5,3,3
1633,5011,3,4,4,4,4
79,5019,2,4,5,4,4
500,5149,4,4,5,4,4
803,5203,5,5,4,5,5
1502,5046,4,4,5,3,4
1961,5195,5,5,3,5,4
1326,5252,5,5,2,4,4
1999,5420,4,5,2,4,4
1188,5229,5,5,2,4,4
1850,5459,3,3,2,3,3
1705,5359,4,3,5,4,4
1511,5283,5,3,2,4,4
515,5168,3,4,3,2,3
586,5036,2,5,4,3,4
665,5342,4,5,5,4,4
380,5221,5,4,2,3,4
1275,5153,4,2,5,4,4
1485,5069,3,5,5,4,4
1462,5378,2,4,4,3,3
1456,5303,4,4,4,4,4
371,5147,3,4,5,4,4
146,5376,2,3,3,4,3
1703,5216,5,5,2,3,4
1431,5337,4,4,4,5,4
1075,5254,5,5,2,2,4
902,5054,2,5,5,2,4
645,5333,4,4,4,5,4
1671,5379,3,2,3,3,3
331,5496,4,4,2,4,4
694,5389,5,5,3,3,4
380,5392,5,2,3,2,3
1077,5244,5,5,2,5,4
640,5248,5,5,3,3,4
1300,5460,3,3,3,4,3
1281,5164,3,4,5,2,4
913,5193,3,5,4,3,4
1567,5408,5,4,2,5,4
830,5394,3,3,2,3,3
1660,5352,5,3,3,3,4
606,5232,5,5,3,4,4
239,5238,5,5,3,4,4
343,5447,5,3,4,4,4
1460,5238,5,5,3,5,4
1080,5221,5,4,2,4,4
1857,5292,5,5,1,3,4
246,5294,4,5,2,4,4
198,5167,4,3,5,5,4
1278,5149,4,4,5,4,4
1457,5207,5,5,2,5,4
1379,5206,5,5,3,4,4
600,5163,3,4,5,4,4
1461,5279,5,5,2,4,4
245,5208,5,4,2,5,4
1999,5203,5,4,2,4,4
1446,5440,5,4,2,5,4
886,5344,3,4,4,4,4
205,5237,5,4,2,5,4
945,5435,5,4,2,5,4
1022,5031,3,5,5,5,4
771,5393,3,4,3,2,3
381,5183,2,5,4,3,4
1064,5463,4,4,2,5,4
582,5080,4,5,5,3,4
398,5042,1,3,3,2,2
358,5102,3,4,3,2,3
1275,5037,3,5,5,3,4
344,5448,4,4,2,3,3
1102,5121,3,3,5,5,4
678,5126,2,3,3,4,3
1463,5046,4,4,5,3,4
809,5380,4,4,2,3,3
852,5194,5,5,3,5,4
491,5191,4,3,4,4,4
1383,5247,4,4,1,4,3
569,5222,5,4,3,4,4
1915,5102,3,4,4,3,4
1315,5182,3,5,5,4,4
465,5091,4,4,5,2,4
1741,5323,5,3,3,3,4
856,5008,3,4,4,4,4
838,5077,3,5,5,4,4
640,5280,5,3,1,4,3
1683,5362,4,4,4,2,4
1207,5101,3,4,4,2,3
1066,5445,5,2,3,5,4
1107,5057,3,5,4,4,4
1700,5230,5,5,2,3,4
1546,5001,3,5,4,5,4
1765,5171,3,4,3,4,4
1658,5210,5,4,2,4,4
448,5084,3,4,5,3,4
230,5222,5,5,3,4,4
679,5034,3,5,4,4,4
893,5419,5,4,3,5,4
1881,5009,3,4,4,4,4
280,5224,5,5,3,4,4
1850,5362,5,4,4,3,4
399,5245,5,5,1,4,4
1270,5369,3,4,4,4,4
917,5238,5,5,2,4,4
789,5398,4,4,4,4,4
1941,5030,3,5,5,2,4
395,5324,3,5,4,5,4
709,5293,5,5,2,3,4
1048,5135,4,5,4,4,4
1374,5312,3,4,3,4,4
1044,5012,2,4,3,5,4
91,5033,3,5,5,4,4
1376,5334,4,4,4,4,4
424,5144,4,4,5,4,4
354,5325,3,5,4,4,4
711,5238,5,5,3,5,4
541,5093,3,4,5,4,4
348,5473,4,3,1,5,3
1690,5296,4,4,2,3,3
1616,5101,3,4,5,5,4
1617,5319,3,4,4,4,4
1136,5424,5,4,4,5,4
1248,5339,3,4,4,3,4
942,5413,5,4,2,5,4
1317,5218,5,4,3,5,4
469,5060,4,5,4,3,4
1768,5283,5,3,2,4,4
563,5412,5,4,2,5,4
1859,5371,4,5,4,3,4
260,5233,5,5,3,4,4
918,5006,3,4,4,3,4
644,5211,5,5,4,4,4
800,5056,1,5,2,2,2
545,5090,2,5,5,4,4
1858,5426,5,4,4,5,4
1802,5227,5,5,3,3,4
1245,5284,5,5,1,4,4
365,5431,3,4,1,5,3
831,5377,3,3,3,3,3
1020,5186,3,5,4,4,4
936,5395,4,3,3,4,4
830,5267,5,3,3,2,3
1001,5053,2,5,4,4,4
1985,5063,4,5,5,5,5
1913,5079,3,5,5,4,4
1340,5036,2,5,5,3,4
563,5155,3,2,5,3,3
1834,5164,4,5,5,3,4
1000,5327,4,3,4,3,4
714,5183,2,4,3,3,3
1656,5354,5,4,3,5,4
289,5219,5,5,3,5,4
1237,5157,2,4,3,3,3
1418,5347,3,3,4,5,4
369,5026,2,4,5,2,3
1872,5287,5,5,2,5,4
966,5424,5,2,3,5,4
825,5404,5,4,2,5,4
1949,5163,3,4,5,4,4
715,5118,3,3,5,3,4
742,5383,5,4,4,4,4
1096,5014,2,5,4,2,3
1600,5021,3,4,4,4,4
1107,5371,5,5,4,3,4
1463,5377,5,2,3,3,3
1182,5061,4,5,4,4,4
1252,5362,4,4,4,3,4
1530,5220,5,5,2,4,4
386,5001,3,5,4,4,4
286,5276,5,4,3,4,4
1509,5242,5,5,1,4,4
712,5347,3,3,4,4,4
281,5198,5,4,4,5,4
882,5302,4,3,4,4,4
889,5101,3,5,5,4,4
613,5222,5,5,3,4,4
676,5227,5,5,2,3,4
910,5427,5,4,4,5,4
1737,5251,5,5,2,5,4
901,5060,5,5,5,4,5
391,5043,2,4,3,2,3
1585,5096,2,4,3,3,3
835,5211,5,5,2,4,4
